Volatility 3 Framework 2.7.0

Offset	Name	Size
0x1d920808	\Windows\System32\vss_ps.dll	128
0x1d9299a0	\Users\John Doe\Favorites\Links	128
0x1d92a390	\Windows\WindowsUpdate.log	128
0x1d92b038	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d92bf80	\Windows\System32\intl.cpl	128
0x1d92c620	\Windows\System32\rtutils.dll	128
0x1d92e1a8	\Windows\Fonts\arialbi.ttf	128
0x1d932e00	\$Directory	128
0x1d932f80	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d933360	\Windows\Prefetch\TASKMGR.EXE-72398DC0.pf	128
0x1d933488	\$Directory	128
0x1d933738	\Windows\winsxs\x86_microsoft.windows.c..-controls.resources_6595b64144ccf1df_6.0.7600.16385_en-us_581cd2bf5825dde9	128
0x1d933bd0	\Windows\System32\INETRES.dll	128
0x1d93df80	\Windows\System32\taskmgr.exe	128
0x1d93e0e8	\Windows\System32\wbem\wmiprov.dll	128
0x1d93f770	\Program Files\LibreOffice 3.6\URE\bin\salhelper3MSC.dll	128
0x1d93f828	\Program Files\LibreOffice 3.6\URE\bin\cppu3.dll	128
0x1d93fa28	\Windows\System32\credui.dll	128
0x1d940228	\Program Files\LibreOffice 3.6\program\sfxlo.dll	128
0x1d941ec8	\Windows\inf\oem8.PNF	128
0x1d941f80	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Paint.lnk	128
0x1d942610	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d942870	\Endpoint	128
0x1d942a68	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Windows PowerShell\Windows PowerShell ISE.lnk	128
0x1d9444d8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Welcome Center.lnk	128
0x1d944930	\Windows\System32\schedsvc.dll	128
0x1d9468c0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d946ec8	\Program Files\LibreOffice 3.6\program\i18nisolang1MSC.dll	128
0x1d946f80	\Program Files\LibreOffice 3.6\program\tllo.dll	128
0x1d947588	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d9479a0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d947b00	\Windows\System32\WFS.exe	128
0x1d947bb8	\Program Files\LibreOffice 3.6\program\saxlo.dll	128
0x1d948438	\Users\John Doe\AppData\Roaming\Microsoft\Windows\IECompatCache\Low\index.dat	128
0x1d948978	\Windows\System32\WinSATAPI.dll	128
0x1d9496b8	\Windows\System32\en-US\KernelBase.dll.mui	128
0x1d94b6e0	\Windows\System32\en-US\lsm.exe.mui	128
0x1d94b9d0	\$Directory	128
0x1d950ec8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d950f80	\Windows\System32\imgutil.dll	128
0x1d952038	\$Directory	128
0x1d952b90	\Windows\System32\winevt\Logs\Microsoft-Windows-Known Folders API Service.evtx	128
0x1d952cd8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d952d90	\Windows\System32\acppage.dll	128
0x1d953cd8	\Windows\System32\UXInit.dll	128
0x1d956038	\Program Files\LibreOffice 3.6\program\hyphenlo.dll	128
0x1d957848	\Program Files\LibreOffice 3.6\program\canvastoolslo.dll	128
0x1d957b10	\Program Files\LibreOffice 3.6\program\ftransl.dll	128
0x1d957f80	\Windows\System32\wpccpl.dll	128
0x1d9583d0	\Program Files\LibreOffice 3.6\program\comphelpMSC.dll	128
0x1d958488	\Windows\System32\wscui.cpl	128
0x1d95a160	\$Directory	128
0x1d95a420	\Windows\System32\dxtmsft.dll	128
0x1d95aa48	\Program Files\LibreOffice 3.6\program\lcms2.dll	128
0x1d95abc8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d95c0e8	\Windows\Fonts\StaticCache.dat	128
0x1d95c988	\Program Files\LibreOffice 3.6\URE\misc\types.rdb	128
0x1d966318	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d967e28	\$Directory	128
0x1d968038	\Windows\System32\dciman32.dll	128
0x1d9684b0	\Windows\winsxs\Manifests\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7600.16385_none_72fc7cbf861225ca.manifest	128
0x1d969338	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d9694a8	\Windows\System32\ActionCenterCPL.dll	128
0x1d969b28	\Program Files\LibreOffice 3.6\URE\misc\types.rdb	128
0x1d969c48	\Windows\System32\advpack.dll	128
0x1d96a038	\Program Files\LibreOffice 3.6\program\mcnttype.dll	128
0x1d96a628	\Program Files\LibreOffice 3.6\program\ssleay32.dll	128
0x1d96a958	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Performance Monitor.lnk	128
0x1d96b628	\ProgramData\Microsoft\Windows\Start Menu\Programs\desktop.ini	128
0x1d96b8a0	\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\Indexer\CiFiles\00010008.dir	128
0x1d96be18	\$Directory	128
0x1d96bef0	\Program Files\LibreOffice 3.6\program\resource\swen-US.res	128
0x1d96c038	\Windows\System32\browcli.dll	128
0x1d96da30	\Windows\System32\wscsvc.dll	128
0x1d96ddf8	\Program Files\LibreOffice 3.6\URE\bin\introspection.uno.dll	128
0x1d96e590	\Users\John Doe\Links	128
0x1d96ef10	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d96f328	\Windows\System32\NlsData0000.dll	128
0x1d96f5d0	\Windows\System32\msoeacct.dll	128
0x1d96faf0	\Windows\System32\mprmsg.dll	128
0x1d9706a0	\$Directory	128
0x1d970e28	\Windows\System32\wscinterop.dll	128
0x1d971ad0	\Windows\System32\LogFiles\WMI\RtBackup\EtwRTMsMpPsSession7.etl	128
0x1d972f80	\Program Files\LibreOffice 3.6\URE\bin\uwinapi.dll	128
0x1d9735d0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d9740d0	\Windows\System32\pngfilt.dll	128
0x1d974188	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d9744f0	\Program Files\Windows Media Player\wmplayer.exe	128
0x1d974708	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d974da8	\Windows\System32\cryptdlg.dll	128
0x1d9753a0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d9754e0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d975f80	\atsvc	128
0x1d976038	\Windows\System32\taskbarcpl.dll	128
0x1d976578	\Windows\System32\d3d10level9.dll	128
0x1d976ec8	\Program Files\LibreOffice 3.6\URE\bin\invocadapt.uno.dll	128
0x1d976f80	\Program Files\LibreOffice 3.6\program\lnthlo.dll	128
0x1d977038	\Program Files\LibreOffice 3.6\program\python-core-2.6.1\lib\_ssl.pyd	128
0x1d978768	\Windows\System32\spfileq.dll	128
0x1d9795e8	\$Directory	128
0x1d97a470	\Users\JOHNDO~1\AppData\Local\Temp\~DF492DD69AB833AC61.TMP	128
0x1d97c280	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d97cc10	\Windows\Fonts\StaticCache.dat	128
0x1d97ccc8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d97d038	\Users\John Doe\Documents	128
0x1d97d1e8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d97dda8	\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Desktop.ini	128
0x1d97f680	\Windows\System32\en-US\cmd.exe.mui	128
0x1d97fd60	\$PrepareToShrinkFileSize	128
0x1d97feb0	\Users\John Doe\AppData\Local\Microsoft\Windows\WER\ReportArchive	128
0x1d980390	\Windows\System32\en-US\urlmon.dll.mui	128
0x1d981038	\Users\John Doe\Documents	128
0x1d9815c8	\Windows\System32\ssdpsrv.dll	128
0x1d981738	\Windows\Tasks	128
0x1d981bd0	\Program Files\LibreOffice 3.6\URE\bin\jvmfwk3.dll	128
0x1d982418	\Windows\System32\en-US\KernelBase.dll.mui	128
0x1d982a10	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc	128
0x1d982f80	\Users\John Doe\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Startup\desktop.ini	128
0x1d983290	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Windows PowerShell Modules.lnk	128
0x1d983600	\Windows\System32\msra.exe	128
0x1d983878	\Users\John Doe\AppData\Roaming\Microsoft\Windows\Start Menu\Programs\Accessories\Command Prompt.lnk	128
0x1d984038	က	128
0x1d984328	\Windows\System32\msisip.dll	128
0x1d9844c8	\Program Files\LibreOffice 3.6\program\basegfxlo.dll	128
0x1d984770	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d9848f0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d985908	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc	128
0x1d9865f8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d9866b0	\Windows\System32\Wpc.dll	128
0x1d987038	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Component Services.lnk	128
0x1d987430	\Windows\System32\icardres.dll	128
0x1d987830	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d988090	\Windows\System32\netprofm.dll	128
0x1d988bd8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d999198	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\System Restore.lnk	128
0x1d999380	\Windows\System32\apss.dll	128
0x1d9996e0	\Windows\System32\notepad.exe	128
0x1d99a698	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\NetworkProjection.lnk	128
0x1d99ac68	\Windows\System32\wshext.dll	128
0x1d99c278	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1d99c858	\Program Files\LibreOffice 3.6\URE\bin\cppuhelper3MSC.dll	128
0x1d99d828	\Windows\System32\stdole2.tlb	128
0x1d99dbb0	\Windows\System32\spool\drivers\w32x86\3\TPPRN.DLL	128
0x1d99de20	\Program Files\LibreOffice 3.6\URE\bin\invocation.uno.dll	128
0x1d99e248	\Windows\System32\taskcomp.dll	128
0x1d99e898	\ProgramData\Microsoft\Windows\Start Menu\Programs\Maintenance\Backup and Restore Center.lnk	128
0x1d9a0f30	\Windows\System32\ieuinit.inf	128
0x1d9a1110	\Users\John Doe\AppData\Roaming\LibreOffice\3\user\extensions\bundled\registry\com.sun.star.comp.deployment.component.PackageRegistryBackend\Windows_x86.rdb	128
0x1d9a1610	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc	128
0x1d9a1c80	\Windows\explorer.exe	128
0x1d9a2d60	\Windows\System32\shdocvw.dll	128
0x1d9a6218	\Windows\Fonts\arialbd.ttf	128
0x1d9a6350	\Windows\System32\wsnmp32.dll	128
0x1d9a66f8	\Windows\System32\winevt\Logs\Microsoft-Windows-NetworkAccessProtection%4WHC.evtx	128
0x1d9b9038	\Windows\System32\en-US\conhost.exe.mui	128
0x1d9b9320	\$Directory	128
0x1d9b9848	\$Directory	128
0x1d9c72b0	\Windows\System32\dwmcore.dll	128
0x1d9c7480	\Windows\System32\dwm.exe	128
0x1d9c7578	\Windows\System32\MsCtfMonitor.dll	128
0x1d9c79b8	\Users\John Doe\AppData\Local\VMware\hgfs.dat	128
0x1d9c7ab8	\Windows\System32\msxml6r.dll	128
0x1d9ee620	\Windows\explorer.exe	128
0x1d9ee8d0	\Users\JOHNDO~1\AppData\Local\Temp\~DFF1B534C385588A33.TMP	128
0x1d9eec28	\Windows\System32\ktmw32.dll	128
0x1d9f0130	\Users\John Doe\AppData\Roaming\LibreOffice\3\user\extensions\shared\extensions.db	128
0x1d9f01e8	\Windows\System32\FXSRESM.dll	128
0x1d9f0460	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb	128
0x1d9f0590	\Windows\System32\localspl.dll	128
0x1d9fde50	\atsvc	128
0x1dbc8240	\Endpoint	128
0x1dbc8940	\aswUpdSv	128
0x1dbc9760	\Windows\System32\en-US\ddraw.dll.mui	128
0x1dbcb038	\Program Files\LibreOffice 3.6\URE\bin\msci_uno.dll	128
0x1dbcb7b0	\Windows\System32\sfc.dll	128
0x1dbcbab8	\Windows\System32\perfdisk.dll	128
0x1de001e0	\Windows\System32\version.dll	128
0x1de03850	\Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\NTUSER.DAT{6cced2f1-6e01-11de-8bed-001e0bcd1824}.TM	128
0x1de05770	\LSM_API_service	128
0x1de05828	\LSM_API_service	128
0x1de05998	\LSM_API_service	128
0x1de05b48	\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb	128
0x1de05df0	\$Directory	128
0x1de061f0	\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb	128
0x1de06668	\Windows\System32	128
0x1de07270	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\Accessibility\Speech Recognition.lnk	128
0x1de07910	\Windows\System32\catroot2\edb.log	128
0x1de08ae0	\Program Files\VMware\VMware Tools\VMwareResolutionSet.exe	128
0x1de0a670	\Windows\System32\msoert2.dll	128
0x1de0ab68	\$PrepareToShrinkFileSize	128
0x1de0ac98	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc\comctl32.dll	128
0x1de0c798	\ProgramData\Microsoft\Windows\Start Menu\Programs\Accessories\System Tools\Windows Easy Transfer Reports.lnk	128
0x1de1b2f8	\ProgramData\Microsoft\Windows\Start Menu\desktop.ini	128
0x1de1b7c8	\Program Files\LibreOffice 3.6\program\resource\editengen-US.res	128
0x1de1bf80	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Errors.evtx	128
0x1de1d2b0	\Windows\System32\iedkcs32.dll	128
0x1de1e5c8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1de20358	\Windows\System32\pnidui.dll	128
0x1de24888	\Program Files\Common Files\microsoft shared\ink\mip.exe	128
0x1de26f18	\ProgramData\Microsoft\Windows\Start Menu\Programs\Administrative Tools\Event Viewer.lnk	128
0x1de36a58	\Windows\System32\wevtsvc.dll	128
0x1de3cf80	\Windows\System32\ACCTRES.dll	128
0x1de3e9e8	\$Directory	128
0x1de3ef80	\Program Files\LibreOffice 3.6\program\swlo.dll	128
0x1de473a8	\eventlog	128
0x1de475e8	\Windows\System32\tzres.dll	128
0x1de47828	\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive1.dat	128
0x1de47a88	\Windows\System32\authui.dll	128
0x1de47e20	\Program Files\LibreOffice 3.6\URE\bin\stocservices.uno.dll	128
0x1de4ec48	\eventlog	128
0x1de4ed00	\eventlog	128
0x1de4f330	\Winsock2\CatalogChangeListener-340-0	128
0x1de4f618	\Users\John Doe\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG1	128
0x1de51de0	\Endpoint	128
0x1de52eb8	\Windows\ServiceProfiles\LocalService\AppData\Local\lastalive0.dat	128
0x1de5b8a0	\Endpoint	128
0x1de5baf8	\Windows\System32	128
0x1de66dc8	\Windows\System32\winevt\Logs\System.evtx	128
0x1de66e80	\Windows\System32\audiosrv.dll	128
0x1de67690	\Endpoint	128
0x1de68de0	\Endpoint	128
0x1de69370	\Windows\System32\avrt.dll	128
0x1de6ad08	\Windows\System32\MMDevAPI.dll	128
0x1de6c270	\Windows\System32	128
0x1de6e410	\Windows\System32\winevt\Logs\HardwareEvents.evtx	128
0x1de6e698	\Windows\System32\winevt\Logs\Internet Explorer.evtx	128
0x1de6f4f8	\Windows\System32\msacm32.dll	128
0x1de6f730	\$Directory	128
0x1de6fce8	\Windows\System32\mmcss.dll	128
0x1de704e8	\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4927_none_d08a205e442db5b5\msvcr80.dll	128
0x1de70c98	\Windows\System32\winevt\Logs\Security.evtx	128
0x1de71038	\Windows\System32\winevt\Logs\Application.evtx	128
0x1de71438	\Windows\System32\winevt\Logs\Windows PowerShell.evtx	128
0x1de715c0	\$PrepareToShrinkFileSize	128
0x1de71860	\Windows\System32\cryptui.dll	128
0x1de71968	\Windows\System32\winevt\Logs\Key Management Service.evtx	128
0x1de72680	\Windows\System32\winevt\Logs\Media Center.evtx	128
0x1de72a68	\Windows\System32\propsys.dll	128
0x1de74990	\Endpoint	128
0x1de75ac8	\Windows\System32\advapi32.dll	128
0x1de75dd8	\Program Files\VMware\VMware Tools\TPAutoConnSvc.exe	128
0x1de76298	\Windows\System32\wkssvc.dll	128
0x1de77138	\Program Files\VMware\VMware Tools\plugins\vmsvc\hgfsServer.dll	128
0x1de78038	\Windows\System32\autoplay.dll	128
0x1de78268	\Windows\System32\msxml3.dll	128
0x1de788b0	\Windows\System32\samlib.dll	128
0x1de78968	\Windows\System32\shacct.dll	128
0x1de79320	\Windows\System32\nsisvc.dll	128
0x1de79990	\Windows\System32\SyncCenter.dll	128
0x1de79a58	\Windows\System32\tsgqec.dll	128
0x1de79ec8	\Windows\System32\wbem\wbemess.dll	128
0x1de7a038	\Windows\System32\audiodg.exe	128
0x1de7a198	\Program Files\DVD Maker\DVDMaker.exe	128
0x1de7c9a0	\Endpoint	128
0x1de7da00	\Windows\CSC\v2.0.6\temp	128
0x1de878f8	\Windows\System32\AUDIOKSE.dll	128
0x1de89a50	\topology	128
0x1de89c78	\Windows\System32\winevt\Logs\Microsoft-Windows-Kernel-WHEA%4Operational.evtx	128
0x1de8a6e8	\Windows\System32\nlaapi.dll	128
0x1de8aa78	\$MapAttributeValue	128
0x1de8ae80	\$Directory	128
0x1de8af80	\Windows\CSC	128
0x1de8c8e8	\.\.	128
0x1de8cb20	ꈛ	128
0x1de8cd68	\Windows\CSC\v2.0.6\namespace	128
0x1de8ce20	\Windows\CSC\v2.0.6\pq	128
0x1de8dc80	ꈠ	128
0x1de8dec8	\Windows\System32\taskschd.dll	128
0x1de8eec8	\Windows\System32\imageres.dll	128
0x1de8f208	\Windows\System32\slc.dll	128
0x1de8f5f0	\Windows\System32\lmhsvc.dll	128
0x1de8f858	\Windows\System32\profsvc.dll	128
0x1de8fec8	\Program Files\AVAST Software\Avast\aswUtil.dll	128
0x1de8ff80	\Windows\winsxs\x86_microsoft.windows.gdiplus_6595b64144ccf1df_1.1.7600.16385_none_72fc7cbf861225ca\GdiPlus.dll	128
0x1de90398	\Windows\System32\themeservice.dll	128
0x1de909f8	\Windows\System32\atl.dll	128
0x1de91038	\Windows\System32\mstask.dll	128
0x1de94e00	\Windows\System32	128
0x1de96638	\Windows\System32\dsrole.dll	128
0x1de967a8	\Windows\System32	128
0x1de99318	\Program Files\Internet Explorer\en-US\iexplore.exe.mui	128
0x1de99668	\Windows\System32\Sens.dll	128
0x1de9ab18	\Windows\System32\wtsapi32.dll	128
0x1de9abd0	\Windows\System32\uxsms.dll	128
0x1de9c690	\Windows\System32\winnsi.dll	128
0x1de9eaf0	\Windows\System32\dui70.dll	128
0x1de9f2a0	\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7600.16385_none_421189da2b7fabfc	128
0x1de9fc98	\Windows\System32\main.cpl	128
0x1dea2038	\Windows\System32\winevt\Logs\Microsoft-Windows-OfflineFiles%4Operational.evtx	128
0x1dea2360	\Windows\System32\drivers\etc	128
0x1dea4418	\Windows\System32\dhcpcsvc6.dll	128
0x1dea5038	\Windows\System32\SndVolSSO.dll	128
0x1dea55e8	\Windows\System32\dhcpcsvc.dll	128
0x1dea5e08	\Endpoint	128
0x1dea6ad0	\Program Files\AVAST Software\Avast\AvastSvc.exe	128
0x1dea6b88	\Windows\System32\wdmaud.drv	128
0x1dea75f8	\Windows\System32\winevt\Logs\Microsoft-Windows-BranchCacheSMB%4Operational.evtx	128
0x1dea7f80	\Windows\System32\ksuser.dll	128
0x1dea8608	\Windows\System32\msacm32.drv	128
0x1deac138	\Windows\System32\EhStorShell.dll	128
0x1deac648	\Windows\win.ini	128
0x1deacd58	\AsyncConnectHlp	128
0x1dead350	\Windows\System32\IPHLPAPI.DLL	128
0x1dead408	\Windows\System32\duser.dll	128
0x1deaea58	\Windows\System32\nrpsrv.dll	128
0x1deb0e10	\Windows\System32\winevt\Logs\Microsoft-Windows-GroupPolicy%4Operational.evtx	128
0x1deb0ec8	\Windows\System32\dhcpcore6.dll	128
0x1deb2c38	\Windows\System32\dhcpcore.dll	128
0x1deb45d8	\Windows\System32\dnsrslvr.dll	128
0x1deb4908	\Windows\System32	128
0x1deb5828	\Windows\System32\winevt\Logs\Microsoft-Windows-User Profile Service%4Operational.evtx	128
0x1deb5b18	\Windows\System32\dnsext.dll	128
0x1deb5bd0	\Windows\System32\winmm.dll	128
0x1deb6468	\Windows\System32\FWPUCLNT.DLL	128
0x1deb8038	\Endpoint	128
0x1deb8988	\Endpoint	128
0x1deb9278	\Program Files\AVAST Software\Avast\aswCmnOS.dll	128
0x1deb9638	\Windows\System32\en-US\MMDevAPI.dll.mui	128
0x1deb9e38	\Windows\System32\winevt\Logs\Microsoft-Windows-Dhcpv6-Client%4Admin.evtx	128
0x1deba7b0	\Windows\System32\AudioSes.dll	128
0x1debaa88	\Windows\System32\hid.dll	128
0x1debcc98	\Windows\System32\en-US\wdmaud.drv.mui	128
0x1debd8b0	\$Directory	128
0x1debdd80	\Windows\System32\dwmapi.dll	128
0x1debdf80	\Program Files\AVAST Software\Avast\aswCmnBS.dll	128
0x1debe4f8	\Windows\System32\midimap.dll	128
0x1debe890	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1debe948	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57\msvcr90.dll	128
0x1dec0038	\Endpoint	128
0x1dec0a90	\Winsock2\CatalogChangeListener-240-0	128
0x1dec0e10	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dec0f80	\Windows\System32\wsock32.dll	128
0x1dec9268	\Windows\System32\mydocs.dll	128
0x1dec94c8	\Windows\System32\AudioEng.dll	128
0x1decbd58	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57\msvcp90.dll	128
0x1decbf80	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1ded4730	\$Directory	128
0x1ded6900	\Windows\System32	128
0x1ded7980	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1ded8f00	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dedb038	\Windows\System32\mmres.dll	128
0x1dedbb20	\Users\John Doe\AppData\Local\Microsoft\Feeds\FeedsStore.feedsdb-ms	128
0x1dedbed8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dee31c0	\Program Files\AVAST Software\Avast\aswCmnIS.dll	128
0x1dee34a0	\Endpoint	128
0x1dee3bf0	\$Directory	128
0x1dee3e20	\Windows\System32\xmllite.dll	128
0x1dee4f80	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dee5f80	\Program Files\AVAST Software\Avast\AhResJs.dll	128
0x1dee60b0	\ProgramData\AVAST Software\Avast\log\nshield.log	128
0x1dee6168	\Program Files\AVAST Software\Avast\AhResNS.dll	128
0x1dee6220	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dee6610	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dee68c0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dee6ac8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dee6cf8	\Program Files\AVAST Software\Avast\AhResWS.dll	128
0x1dee6ee0	\Program Files\AVAST Software\Avast\AhResMai.dll	128
0x1dee7a68	\Program Files\AVAST Software\Avast\ashMaiSv.dll	128
0x1dee7b20	\Program Files\AVAST Software\Avast\AhResP2P.dll	128
0x1dee7bd8	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dee7f80	\Program Files\AVAST Software\Avast\AhResStd.dll	128
0x1dee89e0	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dee9558	\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_50934f2ebcb7eb57	128
0x1dee9e40	\$Directory	128
0x1dee9f80	\ProgramData\AVAST Software\Avast\aswResp.dat	128
0x1deea9f0	\Program Files\AVAST Software\Avast\defs\13011200\ArPot.dll	128
